"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"826",GBR,United Kingdom,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","117.152"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"834",TZA,Tanzania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","104.836"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"840",USA,United States of America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","123.134"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"854",BFA,Burkina Faso,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","109.713"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"858",URY,Uruguay,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","138.512"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"860",UZB,Uzbekistan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","107.157"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"862",VEN,"Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","70.958"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"882",WSM,Samoa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","77.412"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"887",YEM,Yemen,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","155.399"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"892",SRB,Serbia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","131.111"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"893",MNE,Montenegro,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","123.053"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"894",ZMB,Zambia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","141.916"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"900","",WTO Members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","126.027"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"902","",WTO Observer governments,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","146.644"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"905","",Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","122.056"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","143.758"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"918",EEC,European Union,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","121.005"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"918",EEC,European Union,"918",EEC,European Union,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","124.003"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"918",EEC,European Union,EUT,"",Extra EU Trade,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","116.577"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"923","",European Free Trade Association (EFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","136.328"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"927","",Euro Area (19),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","121.063"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"931","",North America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","123.256"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"932","",South and Central America and the Caribbean,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","133.755"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"937","",Andean Community (ANDEAN),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","139.336"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"938","",Central American Common Market (CACM),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","128.561"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"940","",North American Free Trade Agreement (NAFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","123.256"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"941","",Caribbean Community (CARICOM),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","141.677"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"942","",Pacific Alliance,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","122.666"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"943","",ECCAS (Economic Community of Central African States),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","145.637"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"944","","Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","135.555"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"945","",OPEC (Organization of the Petroleum Exporting Countries),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","140.792"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"946","",G-7 (Group of Seven),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","120.687"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"948","",Four East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","124.807"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"949","",Six East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","124.163"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"950","",Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","138.657"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"957","",West African Economic and Monetary Union (WAEMU),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","117.748"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"958","",Common Market for Eastern and Southern Africa (COMESA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","144.716"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"959","",West African Economic Community (ECOWAS),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","122.362"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"961","",Southern African Development Community (SADC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","142.763"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"962","","African, Caribbean and Pacific States (ACP)","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","132.82"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"964","",Central African Economic and Monetary Community (CAEMC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","138.793"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"965","",Middle East,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","140.506"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"966","",Gulf Cooperation Council (GCC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","142.341"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"970","",Asia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","127.295"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"975","",Association of Southeast Asian Nations (ASEAN),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","124.17"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"977","",South Asian Association for Regional Cooperation (SAARC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","140.625"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"980","",Asia-Pacific Economic Cooperation (APEC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","126.76"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"981","",BRIC members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","133.01"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"982","",BRICS members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","133.279"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"983","",Australia and New Zealand,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","134.071"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"985","",G-20,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","125.574"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"986","","Africa, CIS and Middle East","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","140.957"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,"997","",Least-developed countries,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","125.112"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,LAX,"",LDC exporters of agriculture,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","113.514"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,LFX,"",LDC non-fuel mineral exporters,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","127.727"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,LMX,"",LDC exporters of manufactures,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","123.499"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,LOX,"",LDC oil exporters,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","129.141"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,OAF,"",Other Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","137.182"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,OAS,"",Other Asia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","123.824"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,OCI,"",Other CIS,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","131.48"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,OSE,"",Non-EU south-eastern Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","132.323"
Merchandise trade - indices and prices,ITS_MTP_AX,Merchandise export value chained indices - annual,OWE,"",Non-EU western Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","125.895"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"000","",World,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","134.667"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"004",AFG,Afghanistan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","176.232"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"008",ALB,Albania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","185.689"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"012",DZA,Algeria,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","105.861"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"016",ASM,American Samoa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","108.707"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"024",AGO,Angola,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","100.47"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"028",ATG,Antigua and Barbuda,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","28.884"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"031",AZE,Azerbaijan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","130.764"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"032",ARG,Argentina,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","137.248"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"036",AUS,Australia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","183.071"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"040",AUT,Austria,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","132.314"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"044",BHS,Bahamas,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","173.026"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"048",BHR,"Bahrain, Kingdom of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","140.444"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"050",BGD,Bangladesh,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","136.582"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"051",ARM,Armenia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","203.49"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"052",BRB,Barbados,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","70.331"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"056",BEL,Belgium,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","136.909"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"060",BMU,Bermuda,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","36.364"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"064",BTN,Bhutan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","161.303"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"068",BOL,"Bolivia, Plurinational State of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","126.405"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"070",BIH,Bosnia and Herzegovina,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","168.966"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"072",BWA,Botswana,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","112.339"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"076",BRA,Brazil,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","150.343"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"084",BLZ,Belize,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","58.713"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"090",SLB,Solomon Islands,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","92.703"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"096",BRN,Brunei Darussalam,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","174.171"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"100",BGR,Bulgaria,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","161.056"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"104",MMR,Myanmar,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","135.174"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"108",BDI,Burundi,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","85.443"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"112",BLR,Belarus,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","149.453"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"116",KHM,Cambodia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","210.374"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"120",CMR,Cameroon,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","101.397"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"124",CAN,Canada,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","122.755"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"132",CPV,Cabo Verde,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","80.866"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"136",CYM,Cayman Islands,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","42.298"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"140",CAF,Central African Republic,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","188.843"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"144",LKA,Sri Lanka,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","118.539"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"148",TCD,Chad,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","105.53"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"152",CHL,Chile,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","152.664"
Merchandise trade - indices and prices,ITS_MTP_AXF,Merchandise export value fixed-base indices - annual,"156",CHN,China,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","147.966"
