"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","163.79"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","136.093"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","139.246"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","133.576"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","143.343"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,"918",EEC,European Union,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","132.374"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,"918",EEC,European Union,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","134.385"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,"918",EEC,European Union,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","127.326"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,"918",EEC,European Union,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","137.776"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,EUT,"",Extra EU Trade,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","142.566"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,EUT,"",Extra EU Trade,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","147.68"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,EUT,"",Extra EU Trade,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","144.413"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","918",EEC,European Union,EUT,"",Extra EU Trade,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","152.983"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","923","",European Free Trade Association (EFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","114.326"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","923","",European Free Trade Association (EFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","115.108"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","923","",European Free Trade Association (EFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","116.311"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","923","",European Free Trade Association (EFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","118.917"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","931","",North America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","149.989"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","931","",North America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","153.899"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","931","",North America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","149.443"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","931","",North America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","161.128"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","932","",South and Central America and the Caribbean,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","112.707"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","932","",South and Central America and the Caribbean,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","128.19"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","932","",South and Central America and the Caribbean,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","124.871"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","932","",South and Central America and the Caribbean,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","119.776"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","937","",Andean Community (ANDEAN),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","156.833"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","937","",Andean Community (ANDEAN),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","156.633"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","937","",Andean Community (ANDEAN),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","163.968"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","937","",Andean Community (ANDEAN),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","171.588"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","940","",North American Free Trade Agreement (NAFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","149.989"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","940","",North American Free Trade Agreement (NAFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","153.899"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","940","",North American Free Trade Agreement (NAFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","149.443"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","940","",North American Free Trade Agreement (NAFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","161.128"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","942","",Pacific Alliance,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","172.367"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","942","",Pacific Alliance,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","180.575"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","942","",Pacific Alliance,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","178.354"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","942","",Pacific Alliance,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","192.374"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","944","","Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","129.035"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","944","","Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","165.117"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","944","","Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","156.743"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","944","","Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","140.881"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","948","",Four East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","241.605"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","948","",Four East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","245.383"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","948","",Four East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","250.663"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","948","",Four East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","264.684"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","949","",Six East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","214.33"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","949","",Six East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","219.104"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","949","",Six East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","221.092"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","949","",Six East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","234.97"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","950","",Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","102.197"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","950","",Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","111.112"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","950","",Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","106.552"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","950","",Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","111.099"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","965","",Middle East,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","115.595"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","965","",Middle East,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","114.615"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","965","",Middle East,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","121.587"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","965","",Middle East,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","127.502"
